"Callsign","Frequency","City","State","Licensee","Format"
"WTAC","89.7 FM","Burton","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WATT","1240 AM","Cadillac","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WLJW","1370 AM","Cadillac","Michigan","Lakota Local School District","Rock, Alternative, or Indie"
"WCKC","107.1 FM","Cadillac","Michigan","Jackson County Broadcasting, Inc.","Country"
"WGCP","91.9 FM","Cadillac","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WJZQ","92.9 FM","Cadillac","Michigan","Urban Radio Licenses, LLC","Pop or Contemporary"
"WLXV","96.7 FM","Cadillac","Michigan","Citicasters Licenses, Inc.","Other"
"WOLW","91.1 FM","Cadillac","Michigan","Clear Channel Broadcasting Licenses, Inc.","Other"
"WKYO","1360 AM","Caro","Michigan","Blanchard River Broadcasting Company","Country"
"WSGW-FM","100.5 FM","Carrollton","Michigan","Radio Plus Bay Cities, LLC","Pop or Contemporary"
"WIDL","92.1 FM","Cass City","Michigan","La Cadena Mundial Hispana, Inc.","Other"
"WGTO","910 AM","Cassopolis","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WGLN-LP","93.5 FM","Cedar Lake","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WMKT","1270 AM","Charlevoix","Michigan","BAS Broadcasting","Country"
"WKHQ-FM","105.9 FM","Charlevoix","Michigan","Citicasters Licenses, Inc.","Pop or Contemporary"
"WLJD","107.9 FM","Charlevoix","Michigan","Lakota Local School District","Rock, Alternative, or Indie"
"WTCK","90.9 FM","Charlevoix","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WCBY","1240 AM","Cheboygan","Michigan","Garrison City Radio Group, LLC","Pop or Contemporary"
"WCHY","97.7 FM","Cheboygan","Michigan","Citicasters Licenses, Inc.","Country"
"WGFM","105.1 FM","Cheboygan","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WVMV","91.5 FM","China Township","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WUPZ","94.9 FM","Chocolay Township","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WPRR-FM","90.1 FM","Clyde Township","Michigan","Robinson Corporation","Other"
"WTVB","1590 AM","Coldwater","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WNWN-FM","98.5 FM","Coldwater","Michigan","CC Licenses, LLC","Country"
"WYBA","90.1 FM","Coldwater","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WPRJ","101.7 FM","Coleman","Michigan","Robinson Corporation","Other"
"WGNC-FM","88.5 FM","Constantine","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WHTS","105.3 FM","Coopersville","Michigan","Runnymede, Inc.","News and Talk"
"WOBE","100.7 FM","Crystal Falls","Michigan","Oberlin College Broadcasting, Inc.","Other"
"WSMZ","88.3 FM","Crystal Valley","Michigan","WPW Broadcasting, Inc.","Country"
"WDTW","1310 AM","Dearborn","Michigan","Dayton City Schools","Other"
"WHFR","89.3 FM","Dearborn","Michigan","Heidelberg College","Other"
"WNZK","690 AM","Dearborn Heights","Michigan","Hometown Broadcasting of Portsmouth, Inc.","Pop or Contemporary"
"WDFN","1130 AM","Detroit","Michigan","Citicasters Licenses, Inc.","Pop or Contemporary"
"WDTK","1400 AM","Detroit","Michigan","Dayton City Schools","Other"
"WJR","760 AM","Detroit","Michigan","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WLQV","1500 AM","Detroit","Michigan","WLOH Radio Company","News and Talk"
"WWJ","950 AM","Detroit","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WXYT","1270 AM","Detroit","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WDET-FM","101.9 FM","Detroit","Michigan","Riverside Local Board of Education","Oldies"
"WDMK","105.9 FM","Detroit","Michigan","WDLW Radio, Inc.","Oldies"
"WDRQ","93.1 FM","Detroit","Michigan","Dayton City Schools","Other"
"WDTW-FM","106.7 FM","Detroit","Michigan","Dayton City Schools","Other"
"WDVD","96.3 FM","Detroit","Michigan","Denison University","Other"
"WGPR","107.5 FM","Detroit","Michigan","Bible Broadcasting, Inc.","Religious"
"WJLB","97.9 FM","Detroit","Michigan","Christian Faith Broadcast, Inc.","Religious"
"WKQI","95.5 FM","Detroit","Michigan","Jackson County Broadcasting, Inc.","Pop or Contemporary"
"WMGC-FM","105.1 FM","Detroit","Michigan","Muskingum College","Other"
"WMUZ","103.5 FM","Detroit","Michigan","The President & Trustees of Miami University","News and Talk"
"WMXD","92.3 FM","Detroit","Michigan","Spryex Communications","Rock, Alternative, or Indie"
"WOMC","104.3 FM","Detroit","Michigan","Entercom License, LLC","Other"
"WRIF","101.1 FM","Detroit","Michigan","NRG License Sub, LLC","Other"
"WXYT-FM","97.1 FM","Detroit","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WYCD","99.5 FM","Detroit","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WQHH","96.5 FM","Dewitt","Michigan","Case Communications LLC","Other"
"WXLA","1180 AM","Dimondale","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WHPD","92.1 FM","Dowagiac","Michigan","Cumulus Licensing LLC","Pop or Contemporary"
"WJOM","88.5 FM","Eagle","Michigan","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WICV","100.9 FM","East Jordan","Michigan","La Cadena Mundial Hispana, Inc.","Other"
"WKAR","870 AM","East Lansing","Michigan","Urban Radio Licenses, LLC","Pop or Contemporary"
"WVFN","730 AM","East Lansing","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WDBM","88.9 FM","East Lansing","Michigan","Johnson Communications","Hip-hop"
"WFMK","99.1 FM","East Lansing","Michigan","Blanchard River Broadcasting Company","News and Talk"
"WKAR-FM","90.5 FM","East Lansing","Michigan","Urban Radio Licenses, LLC","Pop or Contemporary"
"WMMQ","94.9 FM","East Lansing","Michigan","Citicasters Licenses, Inc.","Other"
"WLJN","1400 AM","Elmwood Township","Michigan","Lakota Local School District","Rock, Alternative, or Indie"
"WCHT","600 AM","Escanaba","Michigan","Citicasters Licenses, Inc.","Country"
"WDBC","680 AM","Escanaba","Michigan","Johnson Communications","Hip-hop"
"WGLQ","97.1 FM","Escanaba","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WUPJ","90.9 FM","Escanaba","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WYKX","104.7 FM","Escanaba","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WMJO","97.3 FM","Essexville","Michigan","BAS Broadcasting","Country"
"WFDF","910 AM","Farmington Hills","Michigan","Lancaster Educational Broadcasting","Religious"
"WCXI","1160 AM","Fenton","Michigan","Centerville City Board of Education","Rock, Alternative, or Indie"
"WMPA","93.1 FM","Ferrysburg","Michigan","Vernon R. Baldwin, Inc.","News and Talk"
"WLJW-FM","95.9 FM","Fife Lake","Michigan","Lakota Local School District","Rock, Alternative, or Indie"
"WFLT","1420 AM","Flint","Michigan","Blanchard River Broadcasting Company","News and Talk"
"WFNT","1470 AM","Flint","Michigan","Blanchard River Broadcasting Company","News and Talk"
"WSNL","600 AM","Flint","Michigan","WPW Broadcasting, Inc.","Country"
"WTRX","1330 AM","Flint","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WWCK","1570 AM","Flint","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WAKL","88.9 FM","Flint","Michigan","LAZER BROADCASTING LLC","International"
"WFBE","95.1 FM","Flint","Michigan","First Family Broadcasting","Other"
"WFUM","91.1 FM","Flint","Michigan","Radio License Holding SRC LLC","Rock, Alternative, or Indie"
"WKUF-LP","94.3 FM","Flint","Michigan","Kingstrust LLC","Other"
"WWCK-FM","105.5 FM","Flint","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WBNZ","92.3 FM","Frankfort","Michigan","Town of Bedford, New Hampshire","Rock, Alternative, or Indie"
"WTRK","90.9 FM","Freeland","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WCTP","88.5 FM","Gagetown","Michigan","Central State University","Other"
"WBLW","88.1 FM","Gaylord","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WMJZ-FM","101.5 FM","Gaylord","Michigan","BAS Broadcasting","Country"
"WPHN","90.5 FM","Gaylord","Michigan","Menomonie Christian Radio, Inc.","Religious"
"WSRT","106.7 FM","Gaylord","Michigan","Muzzy Broadcast Group, LLC","Other"
"WGDN","1350 AM","Gladwin","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WGDN-FM","103.1 FM","Gladwin","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WGFE","95.5 FM","Glen Arbor","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WGFN","98.1 FM","Glen Arbor","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WTPP-LP","93.3 FM","Gobles","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WJOG","91.3 FM","Good Hart","Michigan","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WHYT","88.1 FM","Goodland Township","Michigan","La Cadena Mundial Hispana, Inc.","Other"
"WGHN","1370 AM","Grand Haven","Michigan","Christian Faith Broadcast, Inc.","Religious"
"WAWL-LP","103.5 FM","Grand Haven","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WGHN-FM","92.1 FM","Grand Haven","Michigan","Christian Faith Broadcast, Inc.","Religious"
"WLMI","92.9 FM","Grand Ledge","Michigan","Elyria-Lorain Broadcasting Co.","Rock, Alternative, or Indie"
"WFUR","1570 AM","Grand Rapids","Michigan","Media One Holdings, LLC","Other"
"WJRW","1340 AM","Grand Rapids","Michigan","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WNWZ","1410 AM","Grand Rapids","Michigan","Rubber City Radio Group, Inc.","Other"
"WOOD","1300 AM","Grand Rapids","Michigan","Seehafer Broadcasting Corp","Other"
"WTKG","1230 AM","Grand Rapids","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WBCT","93.7 FM","Grand Rapids","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WBFX","101.3 FM","Grand Rapids","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WBLU-FM","88.9 FM","Grand Rapids","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WCSG","91.3 FM","Grand Rapids","Michigan","Cleveland State University","Other"
"WFGR","98.7 FM","Grand Rapids","Michigan","Childers Media Group LLC","Country"
"WFUR-FM","102.9 FM","Grand Rapids","Michigan","Media One Holdings, LLC","Other"
"WGRD-FM","97.9 FM","Grand Rapids","Michigan","Bible Broadcasting, Inc.","Religious"
"WLAV-FM","96.9 FM","Grand Rapids","Michigan","Blanchard River Broadcasting Company","Country"
"WLHT-FM","95.7 FM","Grand Rapids","Michigan","Lakota Local School District","Rock, Alternative, or Indie"
"WRVU-LP","92.3 FM","Grand Rapids","Michigan","WRVM, Inc.","Religious"
"WSNH-LP","103.7 FM","Grand Rapids","Michigan","WPW Broadcasting, Inc.","Country"
"WSRW-FM","105.7 FM","Grand Rapids","Michigan","Muzzy Broadcast Group, LLC","Other"
"WVGR","104.1 FM","Grand Rapids","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WMQU","1230 AM","Grayling","Michigan","Positive Radio Group, Inc. of Ohio","Other"
"WGLM","1380 AM","Greenville","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WBBL-FM","107.3 FM","Greenville","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WDPW","91.9 FM","Greenville","Michigan","Dayton City Schools","Other"
"WTCY","88.3 FM","Greilickville","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WDTE","88.3 FM","Grosse Pointe Shores","Michigan","Dayton City Schools","Other"
"WCMM","102.5 FM","Gulliver","Michigan","AVC Communications, Inc.","Pop or Contemporary"
"WUPT","100.3 FM","Gwinn","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WMPL","920 AM","Hancock","Michigan","Vernon R. Baldwin, Inc.","News and Talk"
"WGLI","98.7 FM","Hancock","Michigan","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WKMJ-FM","93.5 FM","Hancock","Michigan","Vernon R. Baldwin, Inc.","Religious"
"WSMB","89.3 FM","Harbor Beach","Michigan","WPW Broadcasting, Inc.","Country"
"WCMW-FM","103.9 FM","Harbor Springs","Michigan","Marietta College","Other"
"WHBP","90.1 FM","Harbor Springs","Michigan","Alpha Media Licensee LLC","Pop or Contemporary"
"WKAD","93.7 FM","Harrietta","Michigan","Urban Radio Licenses, LLC","Pop or Contemporary"
"WBHL","90.7 FM","Harrison","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WKKM-LP","106.5 FM","Harrison","Michigan","CC Licenses, LLC","Country"
"WUPS","98.5 FM","Harrison","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WSFP","88.5 FM","Harrisville","Michigan","Woodward Communications, Inc.","Other"
"WXTF-LP","97.9 FM","Harrisville","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WEEH-LP","100.5 FM","Hart","Michigan","World Evangelistic Enterprise Corporation","Religious"
"WWKR","94.1 FM","Hart","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WCSY-FM","103.7 FM","Hartford","Michigan","Central State University","Other"
"WCXT","98.3 FM","Hartford","Michigan","Centerville City Board of Education","Rock, Alternative, or Indie"
"WBCH","1220 AM","Hastings","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WBCH-FM","100.1 FM","Hastings","Michigan","Winnipesaukee Radio Station, LLC","Other"
"WCEN-FM","94.5 FM","Hemlock","Michigan","Priority Communications of Ohio, LLC.","Other"
"WHPR-FM","88.1 FM","Highland Park","Michigan","Cumulus Licensing LLC","Pop or Contemporary"
"WKJZ","94.9 FM","Hillman","Michigan","Lighthouse Ministries of Northwest Ohio","Religious"
"WXHR-LP","103.5 FM","Hillman","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WCSR","1340 AM","Hillsdale","Michigan","Hayco Broadcasting, Inc.","Pop or Contemporary"
"WCSR-FM","92.1 FM","Hillsdale","Michigan","Hayco Broadcasting, Inc.","Pop or Contemporary"
"WRFH-LP","101.7 FM","Hillsdale","Michigan","Durand Broadcasting","Country"
"WHTC","1450 AM","Holland","Michigan","Sacred Heart Radio, Inc.","Religious"
"WMAX-FM","96.1 FM","Holland","Michigan","Capstar TX LLC","News and Talk"
"WTHS","89.9 FM","Holland","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WTNR","94.5 FM","Holland","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WVIB","100.1 FM","Holton","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WSRJ","105.5 FM","Honor","Michigan","Muzzy Broadcast Group, LLC","Other"
"WCCY","1400 AM","Houghton","Michigan","St. Peter the Rock Media","Religious"
"WGGL-FM","91.1 FM","Houghton","Michigan","Y-Town Radio Broadcasting, LLC","Hip-hop"
"WHKB","102.3 FM","Houghton","Michigan","Common Ground Broadcasting, Inc.","News and Talk"
"WMTU-FM","91.9 FM","Houghton","Michigan","NOBCO, Inc.","Other"
"WOLV","97.7 FM","Houghton","Michigan","Clear Channel Broadcasting Licenses, Inc.","Other"
"WTWS","92.1 FM","Houghton Lake","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WHMI-FM","93.5 FM","Howell","Michigan","CC Licenses, LLC","News and Talk"
"WSJH","103.7 FM","Hubbardston","Michigan","Sheboygan Area School District","Other"
"WBZV","102.5 FM","Hudson","Michigan","Garrison City Radio Group, LLC","Pop or Contemporary"
"WDTP","89.5 FM","Huron Township","Michigan","Dayton City Schools","Other"
"WDTR","88.9 FM","Imlay City","Michigan","Dayton City Schools","Other"
"WMKC","102.9 FM","Indian River","Michigan","BAS Broadcasting","Country"
"WMKM","1440 AM","Inkster","Michigan","BAS Broadcasting","Country"
"WIAA","88.7 FM","Interlochen","Michigan","La Cadena Mundial Hispana, Inc.","Other"
"WION","1430 AM","Ionia","Michigan","Maillet Media","Other"
"WHTO","106.7 FM","Iron Mountain","Michigan","Runnymede, Inc.","News and Talk"
"WIMK","93.1 FM","Iron Mountain","Michigan","Citicasters Licenses, Inc.","News and Talk"
"WJNR-FM","101.5 FM","Iron Mountain","Michigan","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WVCM","91.5 FM","Iron Mountain","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WFER","1230 AM","Iron River","Michigan","Lancaster Educational Broadcasting","Religious"
"WIKB-FM","99.1 FM","Iron River","Michigan","La Cadena Mundial Hispana, Inc.","Other"
"WJMS","590 AM","Ironwood","Michigan","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WCPP-LP","102.1 FM","Ironwood","Michigan","ideastream","News and Talk"
"WIMI","99.7 FM","Ironwood","Michigan","Citicasters Licenses, Inc.","News and Talk"
"WKIW","88.3 FM","Ironwood","Michigan","Kenston Local School District","Other"
"WUPM","106.9 FM","Ironwood","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WIAN","1240 AM","Ishpeming","Michigan","La Cadena Mundial Hispana, Inc.","Other"
"WZAM","970 AM","Ishpeming","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WJPD","92.3 FM","Ishpeming","Michigan","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WMQT","107.7 FM","Ishpeming","Michigan","Positive Radio Group, Inc. of Ohio","Other"
"WIBM","1450 AM","Jackson","Michigan","La Cadena Mundial Hispana, Inc.","Other"
"WJKN","1510 AM","Jackson","Michigan","American Family Association","Religious"
"WKHM","970 AM","Jackson","Michigan","Citicasters Licenses, Inc.","Pop or Contemporary"
"WWDK","94.1 FM","Jackson","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WKMI","1360 AM","Kalamazoo","Michigan","Vernon R. Baldwin, Inc.","Religious"
"WKPR","1420 AM","Kalamazoo","Michigan","Jackson County Broadcasting, Inc.","Pop or Contemporary"
"WKZO","590 AM","Kalamazoo","Michigan","Blanchard River Broadcasting Company","Country"
"WQLR","1660 AM","Kalamazoo","Michigan","Cumulus Licensing LLC","Pop or Contemporary"
"WCXK","88.3 FM","Kalamazoo","Michigan","Centerville City Board of Education","Rock, Alternative, or Indie"
"WIDR","89.1 FM","Kalamazoo","Michigan","La Cadena Mundial Hispana, Inc.","Other"
"WKDS","89.9 FM","Kalamazoo","Michigan","Citicasters Licenses, Inc.","Pop or Contemporary"
"WMUK","102.1 FM","Kalamazoo","Michigan","The President & Trustees of Miami University","News and Talk"
"WVFM","106.5 FM","Kalamazoo","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WKLT","97.5 FM","Kalkaska","Michigan","Vernon R. Baldwin, Inc.","Religious"
"WGVU","1480 AM","Kentwood","Michigan","Cincinnati Public Radio","News and Talk"
"WVHF","1140 AM","Kentwood","Michigan","Legend Communications of Wyoming, LLC","Pop or Contemporary"
